fsq_id,name,address,locality,country,formatted_address,latitude,longitude,distance,link,categories,tips,kayak
3fd66200f964a52053eb1ee3,Soho Grand Hotel,310 W Broadway,New York,US,"310 W Broadway (Grand St), New York, NY 10013",40.722011,-74.004453,392,/v3/places/3fd66200f964a52053eb1ee3,['Hotel'],"This is just a hip, lovely boutique hotel in downtown Manhattan that I love to stay in. Lounge is very chic and trendy and it's very conveniently located for both work and play., One of the greatest boutique hotels! Walking distance to some of the finest restaurants SoHo has to offer. See a great live show at one of the concert venues nearby like the Bowery Ballroom., 3 min walking distance to Soho hub- Prince St pizza, unique Elizabeth St shops, and hot spot restaurants. Rooms are really unique: exposed brick, lots of window views, clean, and modern updates, 1st family trip to NYC. Sohotel was perfect for our stay! Free Wifi, hot shower, clean room, friendly staff & comfy beds! No elevator? No problem! Staff will help w/ bags! Subway is close as well!, Second floor lounge and restaurant is a comfortable spot for a business meeting or lunch. Perfect balance of bustling but low-volume / spread out enough to hold a conversation., The 352-roomer's past-meets-present design is meant to intertwine the historic grandeur of the 1870s with the more mod stylings of the 1970s. It's also pet-friendly, with sculptures of canines., Loved my stay here, rooms and lobby are very quirky. The hot chocolate at the bar is the best I've ever had in my life you are missing out getting a cocktail over that cup of heaven., Luxurious and beautifully decorated rooms, great service, and awesome cocktails at the bar downstairs - what more do you need in a hotel?, Very good hotel with low budget... I like style of this hotel. Quite small room but there are many fabulous things inside... nice soft bed, good shampoo and bath, free water and big TV..., Fresh dvd collection as of Jan'15, but they take a $30 deposit as they lose so many, and if you borrow one for you last night, the deposit will be on the express checkout bill, so bear in mind!","Staff was so nice and very attentive. So helpful. Location was also a big plus. | Location is still great ! I've been at Soho Grand years ago. The area is very easy, safe and nice. | The location was wonderful! Hotel is so pretty, we enjoyed our stay! Bed was comfy, pillows were perfect. Staff was pleasant and very helpful. Would absolutely stay here again! | N/a | Great location.. | Clean, location was great, comfy beds | We have stayed here many times. It is comfortable, chic, and well-located to transit and places of interest. The rooms are attractive and comfortable, and most important, quiet -- we never hear noise from other rooms. Staff were very kind and delivered us a complimentary bottle of wine (perhaps due to our long stay, perhaps because it was my birthday -- in any case, we felt special and appreciated... | location room great view and very comfortable . our maid Muriel was lovely and helped get things we needed a kettle. | Convenient location | Location and staff were excellent."
54c0151d498e4c827296cd41,Hotel Indigo Lower East Side New York,171 Ludlow St,New York,US,"171 Ludlow St (btwn Houston & Stanton St), New York, NY 10002",40.721759,-73.987898,1751,/v3/places/54c0151d498e4c827296cd41,['Hotel'],"My favorite in New York. Clean, comfortable and great service. In the middle of most happening LES. Avoid room just above 16F that is looking to the Purple. You won't be able to sleep in the weekend., Modern, artsy hotel with a great lobby view of lower manhattan. Their lobby is also a great place to work. The rooms are a decent size for NYC. Grab a coffee and breakfast at El Rey around the corner!, Small rooms, but great location and views if you're on the higher floors! The rooftop bar (Mr. Purple) is of course a must visit, if just for the views., Very good value for money. Local neighbourhood on the LES. New, hip, design. King room on the third floor has a private terrace., Cozy, trendy hotel with a rooftop bar. Rooms are on the slightly smaller side with no fridges or microwaves but worth it for the location and views. Lots of restaurants nearby., Great lobby area to hang in or chill and work with WiFi. Stunning views of downtown., If you're booking a stay because of the rooftop pool, call andmake sure it's open. It's closed for some months/seasons. Wish I knew before I booked. Didn't get to use it at all. (Stayed in early Oct.), Lobby is on 15th floor- the guy on 1st can only help with luggage and sometime is the bouncer for the nightclub. Sometimes you get a welcome gift after you’ve settled in., Spacious rooms in a great location, All rooms are comfortable. Deluxe rooms have the views and a fair bit more space. Great roof bar.","Wanted a king bed for us two brothers. Could'nt find one so booked a separate room | I liked the bathroom and the room overall. The location was also pretty convenient to get to other place around the city. Neighborhood also had some good coffee shops and stores. | Very friendly check in staff, pretty cool common areas. Roof bar was a little pricey, but great views. Perfect location for my visit. | Location is good. | Amazing location with stupendous views and a fantastic bar | Great location, clean | location | The room was spacious and the location was great. Loved the view. | Location was ideal, staff was polite and helpful. Room and amenities were great. | The location was great! And the room was spacious"
4a0e0f85f964a520bf751fe3,Ace Hotel New York,20 W 29th St,New York,US,"20 W 29th St (at Broadway), New York, NY 10001",40.745702,-73.988226,3322,/v3/places/4a0e0f85f964a520bf751fe3,['Hotel'],"NYC: If you build it, they will come. No one thought a hangout at 29th and Broadway could be this popular, but now it's one of NYC's busiest hotel lobbies. -IFC Staff, There’s a vintage photo booth in the lobby, a huge Civil War American flag over the small bar and massive white pillars rimmed with retro police station bulbs., One of our favorite boutique NYC hotels. If you're a guest, the options for amazing food at the hotel are endless: The Breslin, No. 7 Sub, and John Dory Oyster Bar, plus Stumptown Coffee., Adorable hotel with awesome vibe and a comfy bed. Room was little warm but the shower was heaven!! Definitely recommend staying here and will be back. BONUS Stumptown coffee AND Le Labo next door!, I love staying here. It's a nice hotel with nice amenities and great service, just differently flavored than how your parents would define that. Except actually, my mom loves it. Tip tho$e bellhops!, Edgy boutique hotel with a great bar/lobby area plus food choices (Breslin, Stumptown Roasters coffee) which you can also get as room service. Similar to the Hoxton or Standard hotels., the ace hotel photo booth never disappoints. one of the coziest and sexiest spots in the city. go here often. for coffee, drinks, dinner at the breslin, or great conversation., Wake up early and enjoy the more chill side of ACE - a little Stumptown, great vibe, smart and casual - ps - tip your severs & baristas well - they love their customers, so love them back!!, One of the best coffee spots in the city- in the summer get the iced coffee with soy milk- and their croissants are simply delectable! Perfect on the go breakfast., What a cool lobby; funky; very rock and roll; love that anyone can just stop in to hang (seating permitted). There is a bevy of great adjoining restaurants and a cool lobby bar. And a photo booth!","Bathrooms very cold | Space in the rooms was good and location excellent ! Guys dealing with luggage excellent Roy and Leon | Great location and easy to get to | - Very well located - Large room size (medium queen room) | Location was amazing, lobby is great. Staff was okay, but nothing in spectacular. And it is really fair value for the location, but the quality of the room nothing spectacular. | Location | Fabulous staff and wonderful location spacious room. | The location is excellent! The property has the potential to truly have a special boutique quality. | Location, location, location. Perfect for exploring Manhattan, lots of subway links nearby and beautiful Madison Square Park nearby as well. | Great location with good amenities and transport nearby. Staff is excellent in every way."
5ffdc960d85c9a288b3b391f,Ace Hotel Brooklyn,252 Schermerhorn St,Brooklyn,US,"252 Schermerhorn St (at Bond St), Brooklyn, NY 11217",40.687843,-73.98382,4151,/v3/places/5ffdc960d85c9a288b3b391f,['Hotel'],"A very beautiful space in an unexpected location. But, that's always been the case with Ace, hasn't it?, It’s a beautiful hotel. The bar and atrium area are perfect spots! Also the hotel aesthetic is amazing., A beautiful property that follows Japanese esthetics., Medium skyline. Do it., Disgusting AC filters. Try not to get sick, Had me waiting 20 minutes for the room. Afterwards reception says extra 30-60 minutes, and “I can’t take check in before 3pm for granted”. Got to the room and my coworker was there! What!?","The whole staff was helpful, friendly & welcoming. Enjoyed all interactions with front desk staff. Excellent experience. | The property is very stylish and has a gorgeous bar. The staff were friendly and the room was a great size for New York. I really liked it here! | This is a fabulous property - industrial chic design that is also warm and comfortable (not always the case). The bar/lobby space is well appointed and warmly lit; the space was active/social but not loud. It is separate from check in so you not in the middle of that traffic. You are really in a nice space. Quiet rooms and floors, great walk-in shower, lots of hooks in bathroom and room. Nice for ... | Well located to a metro stop Huge rooms Very Comfy beds Actually very very quiet even over a weekend Great spaces in the foyer for working and relaxing Beautifully styled. | I love the front desk staff, they are incredibly helpful and kind. The lobby and bar are lively, fun, and attractive. Felt very comfortable. The beds are comfy. The staff make this my go to place to stay in Brooklyn. | It’s very stylish - and comfortable. Staff are welcoming and helpful when necessary. | Modern hotel in Brooklyn. Helpful staff and comfortable room (although the second room we booked for a friend was substantially smaller and was charged at the same price) | Bed very comfortable. Cleaning service excellent | Nice and clean and staff was very polite. | Location was good."
4ab6c985f964a5200a7920e3,The Greenwich Hotel,377 Greenwich St,New York,US,"377 Greenwich St (N. Moore), New York, NY 10013",40.719919,-74.009957,125,/v3/places/4ab6c985f964a5200a7920e3,['Hotel'],"This Robert de Niro-owned boutique hotel has great service, great food (be sure to check out Locanda Verde), and great beds. What more could we want in a hotel?, For the love of this iconic hotel’s outdoor seating area🤍 an oasis in the middle of the city, everything in this place is old-school New York and that’s what makes it a must visit🤍 coffee’s great., Don’t miss an Asian-inspired treatment at the hotel's Shibui Spa, which features a pool canopied by 250-year-old beams from a Japanese farmhouse., Relax in the drawing room for breakfast, lunch or dinner. Great people watching and a lovely setting. Try the homemade sheep's milk ricotta., Beautiful rooms, a calm subterranean pool, and a great hotel bar. Grab a drink and a spot near the fireplace, and look out for familiar faces., Hidden away in tony Tribeca, the Greenwich features a subtler take on this luxury, as Drukier and co-owner Robert De Niro seem to want to impress at every turn., My fave hotel in NYC. Impeccable service.Quietly distinct. The meals in the lounge are divine. Say hi to Tom from the Canucks Lynne & Michael. He's a great guy~ you will love the hotel !!, Mysterious hotel, mysterious underground pool. Breakfast in a beautiful sun-lit courtyard. What not to like?!, [Hotel] There are 88 rooms, but still feels like a small and exclusive private club. Impeccable decor, pro service and an oasis-like courtyard. Co-owned by Robert De Niro. Double rooms start at $550., Robert De Niro is an owner of this hotel, & he's occasionally clashed with the city's Landmarks Preservation Commission over the penthouse he added. Each of the 88 rooms has different furnishings.","Home feel and super kind staff | Quiet , friendly and discreet . | Pool sensational and very relaxing | Ambience, very friendly staff, food, service, speed of service. Bed comfort. location. Great shower. Great amenities in the room. | Everything! | Clean. Professional. Elegant. Friendly.Safe. Lovely bed and linens | The check in process was poor we had no information given to us on the property or our room. It was only on checking out and over hearing others talking, we found out things that would have been very useful to know and would have enhanced our experience. The spa is lovely, but......on the first trip the showers were so hot it was dangerous and could not be used. I informed the staff who had alread... | The Greenwich Hotel is a hidden gem nestled in the heart of New York City. From the moment you step inside, you are enveloped in a world of understated luxury and charm. The hotel's unique blend of rustic and modern aesthetics creates a warm and inviting atmosphere. The rooms are beautifully designed, featuring a perfect mix of old-world elegance and contemporary comfort. The attention to detail i... | Loved to decor. The staff was very attentive and helpful. Food was amazing. | Everything but particularly the courtyard and drawing room reserved for guests , and the lovely pool."
57c640ad498e74977f98372f,Four Seasons Hotel New York Downtown,27 Barclay St,New York,US,"27 Barclay St (Broadway), New York, NY 10007",40.712556,-74.00901,854,/v3/places/57c640ad498e74977f98372f,"['Spa', 'Hotel']","Quiet rooms. Perfect oasis in the city. Great location with easy access to airports, TriBeCa dining, all of lower Manhattan, transit, and Brooklyn. My go to., Beautiful hotel! Great drinks at Wolfgang's bar. Modern luxury at its finest., My fav hotel in New York! Rooms are stunning, The best hotel and service in New York!, Average hotel with nothing special at all.","It was close to the wedding I was attending. | Staff went above and beyond to help me celebrate my mom's 60th birthday - thanks again! | spacious room with beautiful decoration turn down service cool atmosphere | The Four Seasons Downtown is in a terrific location if you want to explore Tribeca, SoHo and the Downtown area. It is a slightly more edgy, funky version of the Four Seasons brand, whilst retaining all the character and class of the original. | The Four Seasons New York Downtown is a great hotel. The hotel bar is nice and the in-house restaurant ""CUT"" by Wolfgang Puck is excellent. The rooms are nice and neat and the beds are as usual for Four Seasons very comfortable. Hotel staff is friendly and helpful. | Good location, amazing staff | The room in particular the bathroom with a stunning bath. The staff and the location. Exceptional staff who were more than happy to go the extra mile. | Everything! Location, staff, room! | 30th anniversary ❤️ | I must say, Four Seasons is our favorite hotel out of the three we stayed at during our visit to New York. The staff were warm and welcoming with smiles. The food was delicious. I will definitely recommend it to friends."
56d8c0f8498edb854f926e6a,"The Beekman, A Thompson Hotel",123 Nassau St,New York,US,"123 Nassau St (Beekman St), New York, NY 10038",40.711102,-74.006945,1023,/v3/places/56d8c0f8498edb854f926e6a,"['Hotel', 'Resort']","Amazingly good looking hotel. The restaurant view is great. I love it!, Our favorite stay in NY. Beautiful design and friendly service. Greatly communicated. The lobby bar is buzzing with life every day of the week. There are several speciality coffee shops around too., OMG gorgeous!!  Absolutely stunning new hotel. Great spot for drinks and new French spot Augustine opens nov 1, Excellent hotel, probably the best of dozens and dozens of Manhattan hotels we have stayed at. Budget-friendly. 2 very good restaurants, Augistine by Chef Markus Glocker and Temple Court., Gorgeous hotel, recently renovated and reopened after being closed for fifty years. Highly recommend the Eugene Kelly and James M. Farnsworth cocktails!, Really cool design especially the bar / restaurant area. There is also a hidden bar in the basement if you follow the black cat 🙊, Excellent hotel, probably the best of dozens and dozens of Manhattan hotels we have stayed at. Budget-friendly. 2 great restaurants, Augistine by Chef Markus Glocker and Temple Court., Excellent hotel, the best of dozens and dozens of Manhattan hotels we have stayed at. Budget-friendly. 2 great restaurants, Augistine by Chef Markus Glocker and Temple Court., gorgeous establishment with a robust history. make sure to view the expansive library and open lounge area., Excellent hotel with gorgeous lobby. Get a drink at the bar and soak in the view.","We loved everything about it. The look and feel the decor gives. The location was perfect for us. The bar was always busy but never sounded loud. The food and the cocktails were amazing! The rooms felt like you were at someone's apartment which was lovely. The bed was comfortable...we loved the pillows. The staff were so friendly and helpful. | Atmosphere in bar Comfort of rooms Friendliness of staff Morning coffee cart | Gorgeous facilities with classic charm | 5 star, front door staff excellent Larger than normal rooms , very comfortable | Hotel is just beautiful internally | The rooms were perfectly situated for our family 923 &924. | Location is amazing The room was quiet The hotel has a soul, history, the atrium is impressive The staff is cool (specially the doormen) | Amazing decor, fantastic bar | Location, friendly and helpful staff, very clean | Gorgeous hotel in a beautiful building. The rooms were very spacious and I would definitely stay here again."
4ac7e4a7f964a52065ba20e3,New Crosby Street Hotel,79 Crosby St,New York,US,"79 Crosby St (btwn Prince & Spring St), New York, NY 10012",40.723067,-73.997335,983,/v3/places/4ac7e4a7f964a52065ba20e3,['Hotel'],"Crosby Street is an elegant boutique hotel with charming English touches and wonderful decor, a perfect balance of modern and quaint, artistic and cozy. My place for a quality Sunday afternoon tea, This cute boutique hotel offers great service, comfy beds, and a beautiful guests-only courtyard. Be sure to go to the Crosby Bar for cocktails, or go to the private screening room to watch a movie., the drawing room is one of my favorite quiet spaces in the neighborhood. it's great for a catchup over tea or drinks. if it's nice out, you can also pop into the inner courtyard., Crosby Street Hotel has an outdoor sculpture garden, all-day afternoon tea service with cakes and sandwiches in the bar and a 100-seat screening room with a Sunday Night Film Club open to all., Get some work done in the lobby of the Crosby Street Hotel over afternoon tea. Life is literally meaningless without afternoon tea. This spot does one of the best in the city., The hotel allows you to look around. Take advantage. Lots of boho chic design. Be sure to check out the back dining garden! A must see NYC hotel., Get an Empire Fizz (gin, Earl Grey syrup, egg white, Angostura bitters, lemon juice and club soda) in the sun-drenched garden., You don't have to be a hotel guest to sink into a leather seat in the screening room and enjoy dinner and a movie every Sunday night ($50 per person; $30 per person for just a cocktail and snacks)., Get drinks on the patio. Mulberry mule is a good soft drink alternative., 1. Private screening room downstairs is the must for film connoisseurs 2. English tea is very very good 3. Drawing room on the right is quite an experience for rainy afternoons","Beautifully decorated with good service and many luxury details in the room design. Great showers | The room was dreamy! | Loved it all.....a blissful experience. | Beautiful design, friendly and helpful staff, very clean, and BIG windows which I loved! | it feels like home | rooms beautifully decorated bathroom well appointed lobby restaurant xcellent quality location super for soho area | Was very nice and clean | Very calm and relaxing and amazing location in the City. | Everything is exquisite, especially the decor and windows in the room. Great restaurant and private bar. Gym is well equipped and the service is solid. | Good location excellent accommodations, good food and bar."
51050d4e5262d6654ddc83e1,citizenM New York Bowery hotel,189 Bowery,New York,US,"189 Bowery (at Delancey St), New York, NY 10002",40.720638,-73.993442,1262,/v3/places/51050d4e5262d6654ddc83e1,['Hotel'],"This place has one of the city’s best and most fun work spaces.  I’m so glad they opened up a location in downtown manhattan!, Chill or work in the beautiful canteen, then later go on rooftop for a drink with one of the greatest view of downtown and more, finally walk down the stairs since it's the Museum of the Street Art!, Awesome location, the rooms are tiny bit otherwise perfect. Go to the rooftop and have a drink looking over any part of Manhattan you want., Love the MoSA in the stairwell!, Can’t beat this downtown location. Small but comfortable rooms with great city views. Spacious common areas with all day café and rooftop. Amenable staff and room service., Totally young scene. Pretty cool tho and I love that meres one from 5 Pointz is doing and curating the art. The outdoor plaza “open to the public” will be an interesting experiment., This place is amazing.","Loved this hotel! Clean, very nicely decorated, convenient location, easiest check in process. Loved the ipad to control the room. | Design of this very modern hotel and rooms in general, the warm atmosphere, bathroom with great shower. Rooftopbar delivers an awesome experience. The location is excellent to experience New York City The staff has been very friendly and relaxed. Great wifi speed | I’ve had the pleasure of staying at various citizenM locations across the USA, including the iconic citizenM Times Square in New York. Overall, my experience has consistently met expectations, particularly with the vibrant photos aligning well with reality when it comes to the rooms, coworking spaces, and stylish lobbies. I also appreciated the ability to warm up the room—especially important duri... | Comfortable bed design and people | Ate out | The hotel is very cool. Great decor. Breakfast was nice and easy | Clean, friendly staff | Room is small but comfortable | I loved how easy it was for me to check in on my own and the cyber amentities inside the room was cool! The led lights were amazing and the bed was comfortable. I also liked that I could do a “black out” moment with the shades so that my room could get dark before bed. Also the art in the stairwells! | The location was perfect; everything was nearby. The room was great; the size was fine and the bed very comfy. Great shower and we loved the view from the huge window."
5139440ee4b0b10ea1c7b7c0,The Marlton Hotel,5 W 8th St,New York,US,"5 W 8th St (5th Ave), New York, NY 10011",40.73263,-73.996795,1682,/v3/places/5139440ee4b0b10ea1c7b7c0,['Hotel'],"One of my favorite places in NYC to linger over the paper, some reading, my laptop, or all of the above with basically endless tea and a snack. You'll find me here often., Cute spot to sit by fireplace and sip cozy winter cocktails. Get there early if you want to do cocktails. Hot toddy meh, burger+fries yes! And the ginger cocktail yum!, Small rooms but the location is great, staff is friendly and the bar downstairs is hype! I’ve stayed here twice, I reccomend it for sure!, one of the best lobby reading spots is a chair by the fireplace. super cozy place in the winter during the day to get some reading done around washjngton square park, have a drink w/ friends by the fire & then head back 2 the restaurant & get the sunchokes, brussel sprouts & squash. <3!, Excellent setting for some after-work drinks by a cozy fireplace (in winter), and a decent setting to pretend to work on your laptop during the day., OK, it’s technically a hotel lobby, but there’s an all-day espresso bar, tons of seating and a dignified “grandfather’s study” vibe. And did we mention there’s a fireplace?, Small rooms but the location is great, staff is friendly and the bar downstairs is hype! I’ve stayed here twice, highly reccommend it!, Come here for morning coffee meetings and get the avocado toast., My search for my favorite bar with a fire place is over - the Marlton wins hands down. Delicious drinks, nice service, relaxing atmosphere. Winner.","Great location + lots of character made for a unique stay! Staff let us drop our bags before a check in it, so that we did not have to walk around with them. | Great hotel with historical and beautiful interior, good use of the space, convenient location | Didn’t like much. | We had an amazing stay at the Marlton Hotel. Service was excellent from check in to the restaurant, bar and room. We loved the lounge which allowed us to get together with friends. The location was perfect. | Great breakfast, very convenient with easy access to the subway, great location and close to tons of cafes and restaurants. Friendly staff. | The restaurant breakfast was the best I ever had !! Beds were so comfy and staff was wonderful! | So friendly and awesome service. Will definitely go back to stay. | character, location and comfort. | Cozy Location | Location was perfect, the staff were amazing , we loved the atmosphere of this gem of a Hotel"
578692f4498e1054905dbde7,Hotel 50 Bowery - JDV by Hyatt,50 Bowery,New York,US,"50 Bowery (btwn Bayard & Canal St), New York, NY 10013",40.715846,-73.996474,1102,/v3/places/578692f4498e1054905dbde7,['Hotel'],"All very hip and stylish, staff is super friendly and always helpful. Absolutely worth staying here!, Lovely view (my room was on the 19th floor facing north), good sized room, good service, clean. I love this place., Very nice gallery open to public on the 2nd floor with bricks obtained from excavation., Absolutely adorable, cool design and friendly staff. So convenient that they have a rooftop bar and downstairs lounge/club. Perfect place for my staycation-birthday., Very cozy and modern Chinese decor, a fantastic rooftop... Certainly, a good option downtown., LES premium for Chinatown locale. Cool roof top bar but you don’t have to stay there to check it out., Wonderful rooftop! Perfect for parties!, Amazing and really outstanding service and support! Never experienced such friendly people! Fantastic location, wonderful rooftop bar and restaurant, beautiful rooms and well-equipped gym!, New and fresh hotel, recommended, Check out the complimentary coffee lounge on level 2, it’s fabulous","Always an excellent experience at the Hotel 50 Bowery. Rooms have amazing views, and we were treated to a bottle of Prosecco as we were celebrating our anniversary. We appreciate the hotel’s management and attention to detail. | Great location, convenient to shop | Everything! Amazing location - walkable into Chinatown, Little Italy, Soho, LES.. SO clean, and hospitable. We arrived way earlier than expected and were able to check in early for a small fee. Very comfortable bed, friendly staff (particularly the rooftop bar staff!) | We loved the view from the room and the dining options close to the hotel. | A good hotel, very convenient location in Chinatown. Felt comfortable and safe walking around day and night, we especially liked the markets on Mott St. For the subway we used the Canal station, it was the cleanest in the area. The room was clean and the service was efficient. Another nice touch - the gym was great. | Great location , reasonable prices, clean and cozy room . Friendly staff. | Very nice room, very good service. | Comfortable 5 star hotel with white glove treatment in a perfect downtown location; a quiet pretty hotel, with courteous staff, easy parking, nice roof deck for breakfast / cocktails & fabulous gym, great amenities! | From our corner room (room 1230) we had a magnificent/awesome/superbe/wonderful view on both lower Manhattan and midtown Manhattan! Really stunning! | The room was spacious, clean, with large windows and offered a stunning view of the city. The staff is also friendly and competent. We used valet parking and the car was fine when we pick it up. So you can trust them with your vehicle, I think."
